texto,respuesta
I’m playing around with the sandbox.,1
"Our odds are better if Italy stays out of it. If we go all out on Austria, we need you and turkey to be strong. It’s going to be intense in no mans land and everything will come down to who’s line breaks first.",1
We’ll have Austria squished.,1
Either I build armies and funnel through Scandinavia to help you or build fleets and take on Italy.,1
I’m nervous but I think it’s time to take the plunge. This is minus one for Austria and plus one for our ally.,1
"Ok, cool. Let’s do it",1
"F ENG S NAO - MAO
A Mos S Arm - Sev
F NAO - MAO
A Pic - Bre
F Wal S Yor - Lon
A Yor - Lon",1
"A Bel - Ruh
A Bur H
F Den - NTH
A Par S Pic - Bre
A Sil S War
F Swe - Den
A War - Ukr",1
I’ve got a bad feeling about this stab,1
If you think we’ll have a better opportunity later we can do that. I don’t know what’s gonna happen next but it feels like this is a good spot.,1
"I think you are right rationally. My concern is twofold. 1. We will most likely force a hostile Italy. I’m sure that would have happened any way but we destroy any possibility. 
2. We give Austria a heads up, he will defending the neutral ground",1
Yeah actually,1
"We can’t do it this turn, I’m sorry. Once I get the jump on him in the spring I can force him to disband. Plus give you more time to bring units over",1
I’m going to play it conservatively here and not stab,1
Sorry for the last minute change up,1
Ok then. Hold Moscow it is.,1
I’m too risk adverse,1
"Wow, good call my man. Turkey is dumb. Shame I couldn’t take Brest.",1
We avoided prematurely springing ww3 by the skin of our teeth,1
"We should get thinking about what the next move is. We’re lucky that we have the build phase now so we have 36 hours to brainstorm the best move and gather more intel.  

I would love to work out a scenario where Italy remains neutral but assuming that won’t happen, I think you’ll have to be prepared to keep him busy in the west cleaning up the ruins of France.",1
Perhaps I can convoy your army in London to Norway and you can begin to sweep him in?,1
I was thinking the same thing re:convoying to Norway. I need to find a couple builds. Brest is a lock. And I’ll have to make sure Italy is still on board with giving me Portugal. I’d like to see more of my fleets pushing into the med and more of your armies pushing east. I don’t have time to think about precise moves but just general strategy,1
"Yes I agree. I don’t want to do it before we’re ready, but I don’t want to wait until Austria has killed turkey.",1
Agreed,1
Can you see anywhere for me to expand that isn’t Austria? I assume he’s going to try to pressure me into attacking you.,1
That’s my impetus for attacking ASAP. The longer I wait the stronger Austria grows while I stagnate.,1
I’m in the same boat my man. Austria is the only way for you to expand other than through me. I have to bust through France and Italy. This is a tough alliance but I’m committed to making it work.,1
Oh yeah attacking each other is NOT an option. But I think moving on Austria ASAP is.,1
Sorry hope that was clear.,1
Agreed,1
"F ENG - MAO
A Lon - Nwy
A Mos H
F NAO S ENG - MAO
A Pic - Bre
F Wal - ENG",1
Here’s what I’m thinking,1
From Austria: “did you ask Germany to move into the North Sea? If not I’m all in with you. He’s the largest on the map now with free access to Norway and Edinburgh. Let’s go after him.”,1
Any ideas on how to spin?,1
Hmm let me think about it. This could be gold tho.,1
"If we can somehow spin a narrative that Austria is going after me and breaking out alliance, we may win over Italy",1
What are you thinking?,1
I think we can force sev now with turkey so long as he’s not a donkey,1
Yeah let’s discuss with him and put together a fool-proof plan.,1
I’m kinda busy this evening so I hope you guys can put together a good strategy,1
I'm talking to him now,1
plan on hitting Ukraine,1
turkey is starting to back down.,1
what do you think if I take warsaw from you with austira's help to gain some trust from him?,1
just thinking out loud here,1
Um I think that’s a horrible idea,1
"I have a material advantage over Austria now, why blow it?",1
"ok, fair",1
turkey is back on board,1
hit ukraine and i'll support armenia in,1
Yo can we do this in the fall? I want to take Gal so I can take Vienna in the fall.,1
If I don’t take Gal I risk losing Warsaw,1
"Austria is going to take Warsaw from me if we don’t plan carefully here. I think you should support Warsaw, as I move my unit into Gal. Then the following turn, I will attack the Ukraine and open the path for Turkey to recover.",1
Can you get on board with that? Full disclosure I feel kinda shakey since you suggested supporting Austria into Warsaw.,1
"Here are my orders: 
    
A Ber - Sil
A Bur H
F Den - HEL
A Mun - Boh
F NTH H
A Par S Pic - Bre
A Ruh - Mun
A Sil - Gal
A War S Sil - Gal",1
Let me know when you get this - once again my conservative instincts want to make sure I sure up my position before helping turkey.,1
"Don’t let Austria smooth talk you. He’s really good. He wants me to hit you lol, as always.",1
SOS just checking in Austria said you asked him to move on me?,1
Hey dude you gotta answer me ASAP,1
Dude Austria just used my IRL name,1
Wtf,1
Sorry,1
I’m in it to win it with you,1
I won’t be swayed,1
I want Austria to lose,1
How does he know your real name?,1
"F ENG - MAO
A Lon - Nwy
A Mos S War
F NAO S ENG - MAO
A Pic - Bre
F Wal - ENG",1
Don’t waiver dude,1
I’m with you,1
Thanks for supporting Warsaw,1
Much appreciated,1
"A Ber - Sil
A Bur H
F Den - HEL
A Mun - Boh
F NTH H
A Par S Pic - Bre
A Ruh - Mun
A Sil - Gal
A War S Sil - Gal",1
Oh shit dude my bad on Norway. I didn’t look closely enough at your orders. Happy to convoy your armies but definitely specifically ask me to do it and make sure I confirm or I might miss it.,1
"I’m glad Austria decided to hit me as well. I think Italy will stay neutral, perhaps even lean towards our side.",1
